JOURNAL,YEAR,VOLUME,ISSUE,TITLE,NAME,FIRST_NAME,MIDDLE_NAME,LAST_NAME,INST,COUNTRY,GENDER,CATEGORY,NOTES
JZ,2007,,1,Editorial Board,Gerhard von der Emde,Gerhard,,VonDerEmde,Univeristy of Bonn,Germany,,,
JZ,1989,216,,Publications Committee,P.J. Whitfield,P,J,Whitfield,,,,,
JZ,1990,220,,Publications Committee,P.J. Whitfield,P,J,Whitfield,,,,,
JZ,1986,,,,,,,,,,,,
JZ,1987,211,N/A,Assistant Editor,Angela Stroud,Angela,,Stroud,,,F,,
JZ,1988,214,N/A,Assistant Editor,Angela Stroud,Angela,,Stroud,,,F,,
JZ,1989,216,N/A,Assistant Editor,Angela Stroud,Angela,,Stroud,,,F,,
JZ,1989,216,,Publications Committee,C. Arme,C,,Arme,,,,,
JZ,1990,220,,Assistant Editor,Angela Stroud,Angela,,Stroud,,,F,,
JZ,1990,220,,Publications Committee,C. Arme,C,,Arme,,,,,
JZ,1991,223,,Assistant Editor,Angela Stroud,Angela,,Stroud,,,F,,
JZ,1991,223,,Publications Committee,J. Gurnell,J,,Gurnell,,,,,
JZ,1992,226,,Assistant Editor,Angela Stroud,Angela,,Stroud,,,F,,
JZ,1992,226,,Publications Committee,J. Gurnell,J,,Gurnell,,,,,
JZ,1992,226,,Publications Committee,Marion Nixon,Marion,,Nixon,,,,,
JZ,1993,229,,Assistant Editor,Angela Stroud,Angela,,Stroud,,,F,,
JZ,1993,229,,Publications Committee,J. Gurnell,J,,Gurnell,,,,,
JZ,1993,229,,Publications Committee,Marion Nixon,Marion,,Nixon,,,,,
JZ,1994,232,,Assistant Editor,Angela Stroud,Angela,,Stroud,,,F,,
JZ,1994,232,,Publications Committee,J. Gurnell,J,,Gurnell,,,,,
JZ,1994,232,,Publications Committee,Marion Nixon,Marion,,Nixon,,,,,
JZ,1995,235,,,,,,,,,,,*Started seeing an Editorial Assistant
JZ,1995,235,,Editor,Juliet Clutton-Brock,Juliet,,Clutton-Brock,(Retired)-Natural History Museum London,England,F,,
JZ,1995,235,,Assistant Editor,Angela Stroud,Angela,,Stroud,,,F,,
JZ,1995,235,,Publications Committee,J. Gurnell,J,,Gurnell,,,,,
JZ,1995,235,,Publications Committee,Marion Nixon,Marion,,Nixon,,,,,
JZ,1996,238,,Editor,Juliet Clutton-Brock,Juliet,,Clutton-Brock,,England,F,,
JZ,1996,238,,Assistant Editor,Angela Stroud,Angela,,Stroud,,,F,,
JZ,1996,238,,Editorial Board,Katharina Mangold,Katharina,,Mangold,Laboratoire Arago,France,,,
JZ,1996,238,,Editorial Board,B. Morton,B,,Morton,University of Hong Kong,Hong Kong,,,
JZ,1997,241,,Editor,Juliet Clutton-Brock,Juliet,,Clutton-Brock,,England,F,,
JZ,1997,241,,Assistant Editor,Angela Stroud,Angela,,Stroud,,,F,,
JZ,1997,241,,Editorial Board,Katharina Mangold,Katharina,,Mangold,Laboratoire Arago,France,,,
JZ,1997,241,,Editorial Board,B. Morton,B,,Morton,University of Hong Kong,Hong Kong,,,
JZ,1998,244,1,Editor,Juliet Clutton-Brock,Juliet,,Clutton-Brock,,England,F,,
JZ,1998,244,1,Editorial Board,Katharina Mangold,Katharina,,Mangold,Laboratoire Arago,France,,,
JZ,1998,244,1,Editorial Board,B. Morton,B,,Morton,University of Hong Kong,Hong Kong,,,
JZ,1999,247,1,Editor,Juliet Clutton-Brock,Juliet,,Clutton-Brock,,,F,,
JZ,1999,247,1,Short Communications Editor,Martyn Gorman,Martyn,,Gorman,University of Aberdeen,Scotland,M,,
JZ,1999,247,1,Editorial Board,Katharina Mangold,Katharina,,Mangold,Laboratoire Arago,France,,,
JZ,1999,247,1,Editorial Board,B. Morton,B,,Morton,University of Hong Kong,Hong Kong,,,
JZ,2000,250,1,Managing Editor,Juliet Clutton-Brock,Juliet,,Clutton-Brock,,England,F,,
JZ,2000,250,1,Short Communications Editor,Martyn Gorman,Martyn,,Gorman,University of Aberdeen,Scotland,M,,
JZ,2000,250,1,Editor,Ian Boyd,Ian,,Boyd,British Anarctic Society,England,M,,
JZ,2000,250,1,Editor,Tim Halliday,Tim,,Halliday,The Open University,England,M,,
JZ,2000,250,1,Editor,Philip Rainbow,Philip,,Rainbow,The Natural History Museum,England,M,,
JZ,2000,250,1,Editorial Board,Katharina Mangold,Katharina,,Mangold,Laboratoire Arago,France,,,
JZ,2000,250,1,Editorial Board,B. Morton,B,,Morton,University of Hong Kong,Hong Kong,,,
JZ,2001,253,1,Managing Editor,Juliet Clutton-Brock,Juliet,,Clutton-Brock,,England,F,,
JZ,2001,253,1,Editor,Robert Elwood,Robert,,Elwood,The Queen's University of Belfast,Northern Ireland,M,,
JZ,2001,253,1,Editor,Ian Boyd,Ian,,Boyd,British Anarctic Society,England,M,,
JZ,2001,253,1,Editor,Tim Halliday,Tim,,Halliday,The Open University,England,M,,
JZ,2001,253,1,Editor,Philip Rainbow,Philip,,Rainbow,The Natural History Museum,England,M,,
JZ,2001,253,1,Consultant Editors,G. Graves,G,,Graves,Smithsonian,USA,,,
JZ,2001,253,1,Consultant Editors,Y. Sugiyama,Y,,Sugiyama,Tokaigakuen University,Japan,,,
JZ,2002,256,1,Editor,Juliet Clutton-Brock,Juliet,,Clutton-Brock,Zoological Society of London,England,F,,
JZ,2002,256,1,Editor,Robert Elwood,Robert,,Elwood,The Queen's University of Belfast,Northern Ireland,M,,
JZ,2002,256,1,Editor,Ian Boyd,Ian,,Boyd,Gatty Marine Lab (University of Saint Andrews) ,Scotland,M,,
JZ,2002,256,1,Editor,Tim Halliday,Tim,,Halliday,The Open University,England,M,,
JZ,2002,256,1,Editor,Philip Rainbow,Philip,,Rainbow,The Natural History Museum,England,M,,
JZ,2002,256,1,Consultant Editors,G. Graves,G,,Graves,Smithsonian,USA,,,
JZ,2002,256,1,Consultant Editors,Y. Sugiyama,Y,,Sugiyama,Tokaigakuen University,Japan,,,
JZ,2003,259,1,Editor,Juliet Clutton-Brock,Juliet,,Clutton-Brock,Zoological Society of London,England,F,,
JZ,2003,259,1,Editor,Robert Elwood,Robert,,Elwood,The Queen's University of Belfast,Northern Ireland,M,,
JZ,2003,259,1,Editor,Ian Boyd,Ian,,Boyd,Gatty Marine Lab (University of Saint Andrews) ,Scotland,M,,
JZ,2003,259,1,Editor,Tim Halliday,Tim,,Halliday,The Open University,England,M,,
JZ,2003,259,1,Editor,Philip Rainbow,Philip,,Rainbow,The Natural History Museum,England,M,,
JZ,2003,259,1,Consultant Editors,G. Graves,G,,Graves,Smithsonian,USA,,,
JZ,2003,259,1,Consultant Editors,Y. Sugiyama,Y,,Sugiyama,Tokaigakuen University,Japan,,,
JZ,2004,262,1,,Missing,Missing,,,,,,,
JZ,2005,265,1,Editor,Juliet Clutton-Brock,Juliet,,Clutton-Brock,Zoological Society of London,England,F,,
JZ,2005,265,1,Editor,Robert Elwood,Robert,,Elwood,The Queen's University of Belfast,Northern Ireland,M,,
JZ,2005,265,1,Editor,Ian Boyd,Ian,,Boyd,Gatty Marine Lab (University of Saint Andrews) ,Scotland,M,,
JZ,2005,265,1,Editor,Tim Halliday,Tim,,Halliday,The Open University,England,M,,
JZ,2005,265,1,Editor,Philip Rainbow,Philip,,Rainbow,The Natural History Museum,England,M,,
JZ,2005,265,1,Consultant Editors,G. Graves,G,,Graves,Smithsonian,USA,,,
JZ,2005,265,1,Consultant Editors,Y. Sugiyama,Y,,Sugiyama,Tokaigakuen University,Japan,,,
JZ,2006,,1,Editor,Juliet Clutton-Brock,Juliet,,Clutton-Brock,N/A,England,F,,
JZ,2006,,1,Editor,Robert Elwood,Robert,,Elwood,The Queen's University of Belfast,Northern Ireland,M,,
JZ,2006,,1,Editor,Ian Boyd,Ian,,Boyd,Gatty Marine Lab (University of Saint Andrews) ,Scotland,M,,
JZ,2006,,1,Editor,Tim Halliday,Tim,,Halliday,The Open University,England,M,,
JZ,2006,,1,Editor,Philip Rainbow,Philip,,Rainbow,The Natural History Museum,England,M,,
JZ,2006,,1,Consultant Editors,G. Graves,G,,Graves,Smithsonian,USA,,,
JZ,2006,,1,Consultant Editors,Y. Sugiyama,Y,,Sugiyama,Tokaigakuen University,Japan,,,
JZ,2007,,1,Editor In Chief,Ian Boyd,Ian,,Boyd,Gatty Marine Lab (University of Saint Andrews) ,Scotland,M,,
JZ,2007,,1,Editor,Nigel Bennett,Nigel,,Bennett,Mammal Research Institute (University of Pretoria),South Africa,M,,
JZ,2007,,1,Editor,Juliet Clutton-Brock,Juliet,,Clutton-Brock,N/A,England,F,,
JZ,2007,,1,Editor,Tim Halliday,Tim,,Halliday,The Open University,England,M,,
JZ,2007,,1,Editor,Philip Rainbow,Philip,,Rainbow,The Natural History Museum,England,M,,
JZ,2007,,1,Editor,Jean-Nicholas Volff,Jean-Nicholas,,Volff,University of Querzburg,Germany,M,,
JZ,2007,,1,Editor,Gunther Zupanc,Gunther,,Zupanc,International University Brennen,Germany,M,,
JZ,2007,,1,Editorial Board,Peter Bennett,Peter,,Bennett,Zoological Society of London,England,,,
JZ,2007,,1,Editorial Board,Agnes Deuai,Agnes,,Deuai,Museum National d'Histoire Naturelle,France,,,
JZ,2007,,1,Editorial Board,Trent Garner,Trent,,Garner,Zoological Society of London,England,,,
JZ,2007,,1,Editorial Board,Russell Hill,Russell,,Hill,University of Durham,,,,
JZ,2007,,1,Editorial Board,Kavita Isvaran,Kavita,,Isvaran,University of Cambridge,,,,
JZ,2007,,1,Editorial Board,Tigga Kingston,Tigga,,Kingston,Texas Tech ,USA,,,
JZ,2007,,1,Editorial Board,Noga Kronfeld-Schor,Noga,,Kronfeld-Schor,University of Tel Aviv,Israel,,,
JZ,2007,,1,Editorial Board,Tim Littlewood,Tim,,Littlewood,"Natural History Museum, UK",,,,
JZ,2007,,1,Editorial Board,Heike Lutermann,Heike,,Lutermann,University of Pretoria,South Africa,,,
JZ,2007,,1,Editorial Board,Lars Podsiadlowski,Lars,,Podsiadlowski,Freie University of Berlin,Germany,,,
JZ,2007,,1,Editorial Board,Mark-Oliver Rodel,Mark-Oliver,,Rodel,University of Wurzburg,Germany,,,
JZ,2007,,1,Editorial Board,Michael Scantlebury,Michael,,Scantlebury,Univeristy of Pretoria,South Africa,,,
JZ,2007,,1,Editorial Board,Christoph Winkler,Christoph,,Winkler,University of Wurzburg,Germany,,,
JZ,2008,,1,Editor In Chief,Nigel Bennett,Nigel,,Bennett,Mammal Research Institute (University of Pretoria),South Africa,M,,
JZ,2008,,1,Editor,Tim Halliday,Tim,,Halliday,The Open University,England,M,,
JZ,2008,,1,Editor,Virginia  Hayssen,Virginia,,Hayssen,Smith College,USA,F,,
JZ,2008,,1,Editor,Andrew Kitchener,Andrew,,Kitchener,National Museums Scotland,Scotland,M,,
JZ,2008,,1,Editor,Philip Rainbow,Philip,,Rainbow,The Natural History Museum,England,M,,
JZ,2008,,1,Editor,Jean-Nicholas Volff,Jean-Nicholas,,Volff,Universite Claude Bernard Lyons,France,M,,
JZ,2008,,1,Editor,Gunther Zupanc,Gunther,,Zupanc,International University Brennen,Germany,M,,
JZ,2009,,1,Editor In Chief,Nigel Bennett,Nigel,,Bennett,Mammal Research Institute (University of Pretoria),South Africa,M,,
JZ,2009,,1,Editor,Tim Halliday,Tim,,Halliday,The Open University,England,M,,
JZ,2009,,1,Editor,Virginia  Hayssen,Virginia,,Hayssen,Smith College,USA,F,,
JZ,2009,,1,Editor,Andrew Kitchener,Andrew,,Kitchener,National Museums Scotland,Scotland,M,,
JZ,2009,,1,Editor,Jean-Nicholas Volff,Jean-Nicholas,,Volff,Universite Claude Bernard Lyons,France,M,,
JZ,2009,,1,Editor,Gunther Zupanc,Gunther,,Zupanc,International University Brennen,Germany,M,,
JZ,2010,,1,Editor In Chief,Nigel Bennett,Nigel,,Bennett,Mammal Research Institute (University of Pretoria),South Africa,M,,
JZ,2010,,1,Editor,Tim Halliday,Tim,,Halliday,The Open University,England,M,,
JZ,2010,,1,Editor,Virginia  Hayssen,Virginia,,Hayssen,Smith College,USA,F,,
JZ,2010,,1,Editor,Andrew Kitchener,Andrew,,Kitchener,National Museums Scotland,Scotland,M,,
JZ,2010,,1,Editor,Jean-Nicholas Volff,Jean-Nicholas,,Volff,Universite Claude Bernard Lyons,France,M,,
JZ,2010,,1,Editor,Gunther Zupanc,Gunther,,Zupanc,International University Brennen,Germany,M,,
JZ,2011,,1,Editor In Chief,Nigel Bennett,Nigel,,Bennett,Mammal Research Institute (University of Pretoria),South Africa,M,,
JZ,2011,,1,Editor,Virginia  Hayssen,Virginia,,Hayssen,Smith College,USA,F,,
JZ,2011,,1,Editor,Andrew Kitchener,Andrew,,Kitchener,National Museums Scotland,Scotland,M,,
JZ,2011,,1,Editor,Jean-Nicholas Volff,Jean-Nicholas,,Volff,Universite Claude Bernard Lyons,France,M,,
JZ,2011,,1,Editor,Gunther Zupanc,Gunther,,Zupanc,Northeastern University,USA,M,,
JZ,2011,,1,Editor,Rob Knell,Rob,,Knell,University of London,England,M,,
JZ,2011,,1,Editor,Mark-Oliver Rodel,Mark-Oliver,,Rodel,Humboldt University Berlin,Germany,M,,
JZ,2011,,1,Sections Editor,Heike Lutermann,Heike,,Lutermann,Unversity of Pretoria,South Africa,F,,
JZ,2012,286,1,Editor In Chief,Nigel Bennett,Nigel,,Bennett,Mammal Research Institute (University of Pretoria),South Africa,M,,
,2012,286,1,Editor,Virginia  Hayssen,Virginia,,Hayssen,Smith College,USA,F,,
,2012,286,1,Editor,Andrew Kitchener,Andrew,,Kitchener,National Museums Scotland,Scotland,M,,
,2012,286,1,Editor,Jean-Nicholas Volff,Jean-Nicholas,,Volff,Universite Claude Bernard Lyons,France,M,,
,2012,286,1,Editor,Gunther Zupanc,Gunther,,Zupanc,Northeastern University,USA,M,,
,2012,286,1,Editor,Rob Knell,Rob,,Knell,University of London,England,M,,
,2012,286,1,Editor,Mark-Oliver Rodel,Mark-Oliver,,Rodel,Humboldt University Berlin,Germany,M,,
,2012,286,1,Sections Editor,Heike Lutermann,Heike,,Lutermann,Unversity of Pretoria,South Africa,F,,
,2013,289,1,Editor In Chief,Nigel Bennett,Nigel,,Bennett,Mammal Research Institute (University of Pretoria),South Africa,M,,
,2013,289,1,Editor,Virginia  Hayssen,Virginia,,Hayssen,Smith College,USA,F,,
,2013,289,1,Editor,Andrew Kitchener,Andrew,,Kitchener,National Museums Scotland,Scotland,M,,
,2013,289,1,Editor,Rob Knell,Rob,,Knell,University of London,England,M,,
,2013,289,1,Editor,Mark-Oliver Rodel,Mark-Oliver,,Rodel,Humboldt University Berlin,Germany,M,,
,2013,289,1,Editor,Jean-Nicholas Volff,Jean-Nicholas,,Volff,Universite Claude Bernard Lyons,France,M,,
,2013,289,1,Editor,Jane Waterman,Jane,,Waterman,University of Manitoba,Canada,F,,
,2013,289,1,Sections Editor,Heike Lutermann,Heike,,Lutermann,Unversity of Pretoria,South Africa,F,,
,2014,292,1,Editor In Chief,Nigel Bennett,Nigel,,Bennett,Mammal Research Institute (University of Pretoria),South Africa,M,,
,2014,292,1,Editor,Andrew Kitchener,Andrew,,Kitchener,National Museums Scotland,Scotland,M,,
,2014,292,1,Editor,Rob Knell,Rob,,Knell,University of London,England,M,,
,2014,292,1,Editor,Mark-Oliver Rodel,Mark-Oliver,,Rodel,Humboldt University Berlin,Germany,M,,
,2014,292,1,Editor,Jean-Nicholas Volff,Jean-Nicholas,,Volff,Universite Claude Bernard Lyons,France,M,,
,2014,292,1,Editor,Jane Waterman,Jane,,Waterman,University of Manitoba,Canada,F,,
,2014,292,1,Sections Editor,Heike Lutermann,Heike,,Lutermann,Unversity of Pretoria,South Africa,F,,