JOURNAL,YEAR,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,INST,NOTES,,,,,,,,,,,,,,
JZOOL,2008,3819,walter,NA,wilczynski,,,,,,,,,,,,,,,,
JZOOL,2010,3819,walter,NA,wilczynski,,,,,,,,,,,,,,,,
JZOOL,2008,3934,rob,NA,williams,,,,,,,,,,,,,,,,
JZOOL,2014,3934,rob,NA,williams,,,,,,,,,,,,,,,,
JZOOL,2011,2708,n,NA,yamaguchi,,,,,,,,,,,,,,,,
JZOOL,2014,2708,n,NA,yamaguchi,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LANDSCAPEECO,2015,381,c,NA,albert,leibniz university hannover,,,,,both$INST[both$editor_id==,381," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2015,"]<-""",leibniz university hannover,"""",,"both$INST[both$editor_id==381 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2015]<-""leibniz university hannover"""
LANDSCAPEECO,2004,1480,jesper,NA,brandt,roskilde university,,,,,both$INST[both$editor_id==,1480," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2004,"]<-""",roskilde university,"""",,"both$INST[both$editor_id==1480 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2004]<-""roskilde university"""
LANDSCAPEECO,2015,2316,m,NA,burgi,swiss federal institute for forest snow and landscape research wsl,,,,,both$INST[both$editor_id==,2316," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2015,"]<-""",swiss federal institute for forest snow and landscape research wsl,"""",,"both$INST[both$editor_id==2316 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2015]<-""swiss federal institute for forest snow and landscape research wsl"""
LANDSCAPEECO,2015,1990,k,s,cheruvelil,michigan state university,,,,,both$INST[both$editor_id==,1990," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2015,"]<-""",michigan state university,"""",,"both$INST[both$editor_id==1990 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2015]<-""michigan state university"""
LANDSCAPEECO,2015,1520,j,k,constanza,north carolina state university,,,,,both$INST[both$editor_id==,1520," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2015,"]<-""",north carolina state university,"""",,"both$INST[both$editor_id==1520 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2015]<-""north carolina state university"""
LANDSCAPEECO,2004,448,curtis,NA,flather,usfs rocky mountain research station,,,,,both$INST[both$editor_id==,448," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2004,"]<-""",usfs rocky mountain research station,"""",,"both$INST[both$editor_id==448 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2004]<-""usfs rocky mountain research station"""
LANDSCAPEECO,1997,3067,r,h,gardner,appalachian environmental laboratory,,,,,both$INST[both$editor_id==,3067," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1997,"]<-""",appalachian environmental laboratory,"""",,"both$INST[both$editor_id==3067 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1997]<-""appalachian environmental laboratory"""
LANDSCAPEECO,1987,2387,m,NA,godron,institut botanique,,,,,both$INST[both$editor_id==,2387," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1987,"]<-""",institut botanique,"""",,"both$INST[both$editor_id==2387 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1987]<-""institut botanique"""
LANDSCAPEECO,1992,2387,m,NA,godron,institut botanique,,,,,both$INST[both$editor_id==,2387," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1992,"]<-""",institut botanique,"""",,"both$INST[both$editor_id==2387 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1992]<-""institut botanique"""
LANDSCAPEECO,1987,1192,g,NA,haase,institute geography and geoecology,,,,,both$INST[both$editor_id==,1192," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1987,"]<-""",institute geography and geoecology,"""",,"both$INST[both$editor_id==1192 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1987]<-""institute geography and geoecology"""
LANDSCAPEECO,1996,1192,g,NA,haase,institute geography and geoecology,,,,,both$INST[both$editor_id==,1192," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1996,"]<-""",institute geography and geoecology,"""",,"both$INST[both$editor_id==1192 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1996]<-""institute geography and geoecology"""
LANDSCAPEECO,1987,3744,w,NA,haber,technical university of munich,,,,,both$INST[both$editor_id==,3744," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1987,"]<-""",technical university of munich,"""",,"both$INST[both$editor_id==3744 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1987]<-""technical university of munich"""
LANDSCAPEECO,1997,3744,w,NA,haber,technical university of munich,,,,,both$INST[both$editor_id==,3744," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1997,"]<-""",technical university of munich,"""",,"both$INST[both$editor_id==3744 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1997]<-""technical university of munich"""
LANDSCAPEECO,2015,1080,f,NA,herzog,Agroscope,switzerland,,,,both$INST[both$editor_id==,1080," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2015,"]<-""",Agroscope,"""",,"both$INST[both$editor_id==1080 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2015]<-""Agroscope"""
LANDSCAPEECO,1997,492,c,w,johnson,south dakota state university,,,,,both$INST[both$editor_id==,492," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1997,"]<-""",south dakota state university,"""",,"both$INST[both$editor_id==492 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1997]<-""south dakota state university"""
LANDSCAPEECO,2004,1089,felix,NA,keinsat,swiss federal institute for forest snow and landscape research wsl,,,,,both$INST[both$editor_id==,1089," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2004,"]<-""",swiss federal institute for forest snow and landscape research wsl,"""",,"both$INST[both$editor_id==1089 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2004]<-""swiss federal institute for forest snow and landscape research wsl"""
LANDSCAPEECO,2015,3126,r,NA,lafortezza,university of bari,,,,,both$INST[both$editor_id==,3126," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2015,"]<-""",university of bari,"""",,"both$INST[both$editor_id==3126 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2015]<-""university of bari"""
LANDSCAPEECO,2015,3592,t,r,lookinbill,university of richmond,correct last name,,,,both$INST[both$editor_id==,3592," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2015,"]<-""",university of richmond,"""",,"both$INST[both$editor_id==3592 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2015]<-""university of richmond"""
LANDSCAPEECO,1993,2674,n,NA,nakagoshi,hiroshima university,,,,,both$INST[both$editor_id==,2674," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1993,"]<-""",hiroshima university,"""",,"both$INST[both$editor_id==2674 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1993]<-""hiroshima university"""
LANDSCAPEECO,1997,2674,n,NA,nakagoshi,hiroshima university,,,,,both$INST[both$editor_id==,2674," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1997,"]<-""",hiroshima university,"""",,"both$INST[both$editor_id==2674 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1997]<-""hiroshima university"""
LANDSCAPEECO,2004,1781,joan,NA,nassauer,university of michigan,,,,,both$INST[both$editor_id==,1781," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2004,"]<-""",university of michigan,"""",,"both$INST[both$editor_id==1781 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2004]<-""university of michigan"""
LANDSCAPEECO,1993,2885,p,NA,opdam,Institute for Forestry and Nature Research,,,,,both$INST[both$editor_id==,2885," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1993,"]<-""",Institute for Forestry and Nature Research,"""",,"both$INST[both$editor_id==2885 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1993]<-""Institute for Forestry and Nature Research"""
LANDSCAPEECO,1997,2885,p,NA,opdam,Institute for Forestry and Nature Research,,,,,both$INST[both$editor_id==,2885," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1997,"]<-""",Institute for Forestry and Nature Research,"""",,"both$INST[both$editor_id==2885 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1997]<-""Institute for Forestry and Nature Research"""
LANDSCAPEECO,2004,2885,paul,NA,opdam,alterra research institute for the green world,,,,,both$INST[both$editor_id==,2885," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2004,"]<-""",alterra research institute for the green world,"""",,"both$INST[both$editor_id==2885 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2004]<-""alterra research institute for the green world"""
LANDSCAPEECO,1987,177,a,f,ramos,ets ingenieros de montes,,,,,both$INST[both$editor_id==,177," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1987,"]<-""",ets ingenieros de montes,"""",,"both$INST[both$editor_id==177 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1987]<-""ets ingenieros de montes"""
LANDSCAPEECO,1997,177,a,f,ramos,ets ingenieros de montes,,,,,both$INST[both$editor_id==,177," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1997,"]<-""",ets ingenieros de montes,"""",,"both$INST[both$editor_id==177 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1997]<-""ets ingenieros de montes"""
LANDSCAPEECO,1987,2907,p,green,risser,university of new mexico,,,,,both$INST[both$editor_id==,2907," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1987,"]<-""",university of new mexico,"""",,"both$INST[both$editor_id==2907 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1987]<-""university of new mexico"""
LANDSCAPEECO,1992,2907,p,green,risser,university of new mexico,,,,,both$INST[both$editor_id==,2907," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1992,"]<-""",university of new mexico,"""",,"both$INST[both$editor_id==2907 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1992]<-""university of new mexico"""
LANDSCAPEECO,2004,3791,william,NA,romme,colorado state university,,,,,both$INST[both$editor_id==,3791," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2004,"]<-""",colorado state university,"""",,"both$INST[both$editor_id==3791 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2004]<-""colorado state university"""
LANDSCAPEECO,1987,2546,m,NA,ruzicka,center of biological and ecological sciences,,,,,both$INST[both$editor_id==,2546," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1987,"]<-""",center of biological and ecological sciences,"""",,"both$INST[both$editor_id==2546 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1987]<-""center of biological and ecological sciences"""
LANDSCAPEECO,1997,2546,m,NA,ruzicka,center of biological and ecological sciences,,,,,both$INST[both$editor_id==,2546," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1997,"]<-""",center of biological and ecological sciences,"""",,"both$INST[both$editor_id==2546 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1997]<-""center of biological and ecological sciences"""
LANDSCAPEECO,1987,571,c,NA,steinitz,harvard university,,,,,both$INST[both$editor_id==,571," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1987,"]<-""",harvard university,"""",,"both$INST[both$editor_id==571 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1987]<-""harvard university"""
LANDSCAPEECO,1992,571,c,NA,steinitz,harvard university,,,,,both$INST[both$editor_id==,571," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1992,"]<-""",harvard university,"""",,"both$INST[both$editor_id==571 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1992]<-""harvard university"""
LANDSCAPEECO,2015,1906,j,r,thompson,harvard university,,,,,both$INST[both$editor_id==,1906," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2015,"]<-""",harvard university,"""",,"both$INST[both$editor_id==1906 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2015]<-""harvard university"""
LANDSCAPEECO,2013,371,b,l,turner,arizona state university,,,,,both$INST[both$editor_id==,371," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2013,"]<-""",arizona state university,"""",,"both$INST[both$editor_id==371 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2013]<-""arizona state university"""
LANDSCAPEECO,2004,2580,monica,NA,turner,university of wisconsin madison,,,,,both$INST[both$editor_id==,2580," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2004,"]<-""",university of wisconsin madison,"""",,"both$INST[both$editor_id==2580 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2004]<-""university of wisconsin madison"""
LANDSCAPEECO,1993,3912,j,a,wiens,oregon state university,,,,,both$INST[both$editor_id==,3912," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1993,"]<-""",oregon state university,"""",,"both$INST[both$editor_id==3912 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1993]<-""oregon state university"""
LANDSCAPEECO,1997,3912,j,a,wiens,oregon state university,,,,,both$INST[both$editor_id==,3912," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1997,"]<-""",oregon state university,"""",,"both$INST[both$editor_id==3912 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1997]<-""oregon state university"""
LANDSCAPEECO,2015,602,c,NA,young,university of wolverhampton,,,,,both$INST[both$editor_id==,602," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2015,"]<-""",university of wolverhampton,"""",,"both$INST[both$editor_id==602 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2015]<-""university of wolverhampton"""
LANDSCAPEECO,2015,3824,w,NA,zhou,chinese academy of sciences,,,,,both$INST[both$editor_id==,3824," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",2015,"]<-""",chinese academy of sciences,"""",,"both$INST[both$editor_id==3824 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==2015]<-""chinese academy of sciences"""
LANDSCAPEECO,1987,1428,i,s,zonneveld,international institute for aerospace survey and earth sciences,,,,,both$INST[both$editor_id==,1428," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1987,"]<-""",international institute for aerospace survey and earth sciences,"""",,"both$INST[both$editor_id==1428 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1987]<-""international institute for aerospace survey and earth sciences"""
LANDSCAPEECO,1992,1428,i,s,zonneveld,international institute for aerospace survey and earth sciences,,,,,both$INST[both$editor_id==,1428," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1992,"]<-""",international institute for aerospace survey and earth sciences,"""",,"both$INST[both$editor_id==1428 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1992]<-""international institute for aerospace survey and earth sciences"""
LANDSCAPEECO,1987,1045,e,h,zube,university of arizona,,,,,both$INST[both$editor_id==,1045," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1987,"]<-""",university of arizona,"""",,"both$INST[both$editor_id==1045 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1987]<-""university of arizona"""
LANDSCAPEECO,1992,1045,e,h,zube,university of arizona,,,,,both$INST[both$editor_id==,1045," & both$JOURNAL==""",LANDSCAPEECO,""" & both$YEAR==",1992,"]<-""",university of arizona,"""",,"both$INST[both$editor_id==1045 & both$JOURNAL==""LANDSCAPEECO"" & both$YEAR==1992]<-""university of arizona"""
OECOL,2013,3669,ulo,NA,niinemets,estonian university of life sciences,,,,,both$INST[both$editor_id==,3669," & both$JOURNAL==""",OECOL,""" & both$YEAR==",2013,"]<-""",estonian university of life sciences,"""",,"both$INST[both$editor_id==3669 & both$JOURNAL==""OECOL"" & both$YEAR==2013]<-""estonian university of life sciences"""
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LANDSCAPEECO,2015,3584,t,NA,korella,NOT ON BOARD,,,,,,,,,,,,,,,
LANDSCAPEECO,1987,2495,m,NA,numata,,,,,,,,,,,,,,,,
LANDSCAPEECO,1992,2495,m,NA,numata,,,,,,,,,,,,,,,,
LANDSCAPEECO,1987,1033,e,NA,van der maarel,university of uppsala,CORRECT NAME AND ED ID,,,,,,,,,,,,,,
LANDSCAPEECO,1988,1034,e,NA,vander,university of uppsala,CORRECT NAME AND ED ID,,,,,,,,,,,,,,
LANDSCAPEECO,1997,1034,e,NA,vander,university of uppsala,CORRECT NAME AND ED ID,,,,,,,,,,,,,,
LANDSCAPEECO,2012,371,b,l,turner,arizona state university,"ADVISOR BOAARD, NOT ED BOARD",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
LANDSCAPEECO,2015,1533,j,NA,cymerman,hepinstall-cymerman,UGA,correct name,,,,,,,,,,,,,